order_id,order_date,customer_id,product_id,region_id,quantity,sales_amount,profit
2962,2024-03-02,799,20,3,3,2163,372.0
2963,2024-08-20,559,8,2,1,856,174.29
2964,2023-01-27,180,44,4,3,3270,965.53
2965,2024-05-05,996,182,3,5,4020,788.63
2966,2023-03-29,28,144,1,2,1212,161.5
2967,2023-04-04,758,71,3,1,468,134.53
2968,2023-12-16,141,136,2,2,1468,432.7
2969,2023-09-13,495,6,1,5,6075,585.61
2970,2023-02-01,584,178,4,2,1880,415.74
2971,2024-02-20,895,191,2,3,3468,615.05
2972,2023-09-22,213,195,4,4,3124,451.44
2973,2024-03-09,389,43,4,2,2096,285.18
2974,2024-08-19,588,45,1,4,232,61.77
2975,2023-07-07,392,145,3,2,2546,151.8
2976,2024-05-25,912,87,1,3,3075,627.21
2977,2023-07-20,499,105,4,5,2605,726.22
2978,2024-03-13,227,144,1,5,5080,1013.49
2979,2024-05-01,693,33,1,1,340,78.39
2980,2023-05-22,755,1,3,3,1890,137.18
2981,2023-06-08,642,12,3,5,425,46.24
2982,2024-01-31,203,186,1,3,330,72.72
2983,2024-05-20,743,31,1,3,1470,400.59
2984,2023-01-10,209,181,3,2,1754,297.22
2985,2023-07-14,671,68,2,5,1165,276.7
2986,2023-07-01,4,112,4,2,230,13.25
2987,2024-04-05,828,94,4,1,412,44.11
2988,2023-06-17,121,182,2,5,6100,1713.85
2989,2024-04-21,953,69,2,5,2875,339.1
2990,2023-06-15,676,166,3,1,251,59.47
2991,2023-10-14,859,115,1,3,2634,472.8
2992,2024-03-18,42,100,4,2,1768,489.33
2993,2024-12-31,835,132,3,3,132,15.35
2994,2023-03-28,850,148,2,3,2946,635.05
2995,2024-06-12,394,133,1,2,626,61.55
2996,2024-12-09,197,62,2,4,4372,1146.94
2997,2024-08-22,749,152,4,1,764,141.26
2998,2024-10-14,738,141,2,2,1982,301.86
2999,2024-06-01,962,15,3,4,1788,259.58
3000,2023-03-24,333,199,3,2,622,111.38
3001,2023-01-11,870,90,4,3,2604,220.24
3002,2023-08-20,77,144,4,3,2073,563.7
3003,2023-04-20,695,117,3,5,4115,218.05
3004,2023-05-20,647,91,3,1,1115,141.19
3005,2024-06-27,288,107,4,2,666,127.68
3006,2024-10-28,763,164,2,3,4377,592.23
3007,2024-06-24,90,41,3,5,3455,656.48
3008,2024-02-28,527,21,3,4,4192,913.12
3009,2023-05-03,148,197,4,1,1337,149.24
3010,2023-11-08,970,31,4,3,4467,1156.46
3011,2023-10-05,974,49,2,5,5190,1230.1
3012,2023-09-30,973,189,2,4,3132,386.92
3013,2023-02-15,566,123,2,1,1210,102.09
3014,2023-03-13,984,135,4,1,1048,122.12
3015,2023-03-27,997,8,3,3,4122,1127.33
3016,2024-04-17,417,127,3,1,1084,287.01
3017,2024-12-19,3,50,1,2,624,175.94
3018,2023-05-18,301,2,2,5,6425,343.31
3019,2023-08-17,357,101,3,2,968,230.62
3020,2023-04-13,467,110,2,4,620,73.14
3021,2023-11-15,533,164,3,3,2820,825.5
3022,2023-09-11,137,123,4,2,2292,645.68
3023,2023-09-20,191,121,2,4,788,182.46
3024,2024-12-04,883,104,4,1,1486,261.16
3025,2024-04-06,425,154,1,4,136,20.85
3026,2024-09-06,317,152,3,3,1890,401.07
3027,2023-08-22,845,66,4,2,554,113.7
3028,2024-02-26,988,179,2,2,1782,488.83
3029,2023-10-27,631,169,1,2,1284,385.2
3030,2023-08-31,120,124,2,4,304,64.0
3031,2023-07-03,647,184,4,2,748,127.17
3032,2023-08-11,670,30,1,4,4948,976.54
3033,2023-08-09,863,180,1,3,3681,229.87
3034,2024-01-21,752,144,3,5,4190,1108.8
3035,2024-09-03,266,63,1,4,3236,514.27
3036,2023-10-15,402,158,4,5,5425,664.78
3037,2024-07-08,961,180,2,3,3792,560.99
3038,2023-11-18,59,117,2,3,3492,996.43
3039,2023-10-28,77,34,1,5,7265,1132.83
3040,2023-01-05,587,83,3,1,454,72.23
3041,2024-08-31,93,166,4,4,2708,419.28
3042,2024-02-07,56,144,2,2,2546,418.06
3043,2024-08-29,859,18,4,4,3908,547.99
3044,2024-04-23,678,42,2,4,4412,1108.82
3045,2024-03-21,9,149,4,5,1220,325.8
3046,2024-01-11,827,22,2,2,1688,326.33
3047,2023-10-29,982,65,2,1,119,15.46
3048,2023-05-24,335,134,4,2,1820,284.15
3049,2023-05-07,399,125,4,2,642,43.3
3050,2023-04-06,221,57,3,3,1971,359.68
3051,2024-01-19,159,67,3,2,710,77.42
3052,2024-10-29,494,109,2,1,362,95.73
3053,2023-05-12,223,12,1,5,2515,662.34
3054,2024-10-01,684,57,4,3,3279,972.57
3055,2024-12-29,91,104,3,2,2242,491.05
3056,2023-05-19,148,96,3,2,196,45.07
3057,2024-11-05,294,160,1,1,1058,225.92
3058,2023-09-18,124,184,2,2,2744,357.04
3059,2023-10-01,858,103,2,3,3747,1076.16
3060,2024-07-23,784,31,4,4,1624,258.01
3061,2024-05-23,165,87,3,4,3640,536.8
3062,2024-02-24,147,109,1,1,857,113.61
3063,2023-05-05,135,56,2,4,4328,953.19
3064,2023-05-27,882,119,1,3,4362,618.81
3065,2023-02-07,287,164,2,4,5256,836.32
3066,2023-12-03,512,65,4,2,1902,347.85
3067,2024-03-02,278,36,1,2,1994,474.21
3068,2023-05-03,148,55,3,2,772,127.48
3069,2023-03-07,56,169,3,4,3496,945.0
3070,2023-08-05,251,133,1,2,728,117.99
3071,2024-04-09,197,132,1,3,1623,308.12
3072,2023-08-10,355,5,3,5,6145,1014.88
3073,2024-01-14,825,154,4,4,4088,289.6
3074,2023-07-05,662,197,4,2,940,213.98
3075,2024-01-18,586,8,4,5,4625,988.16
3076,2024-10-12,98,183,2,2,770,83.99
3077,2024-06-09,362,162,1,2,2006,504.68
3078,2023-01-06,742,150,3,4,640,34.55
3079,2024-03-14,746,66,4,1,1441,137.62
3080,2024-01-05,264,84,4,4,4380,299.86
3081,2024-01-05,586,61,3,2,410,88.79
3082,2024-05-18,137,86,2,5,4335,678.07
3083,2024-11-14,568,66,4,2,1340,262.43
3084,2023-04-10,105,14,2,1,521,67.67
3085,2024-11-25,638,76,2,4,1844,468.18
3086,2024-05-08,655,37,1,5,2470,218.84
3087,2023-06-23,873,8,3,4,3704,396.8
3088,2023-11-03,825,191,3,1,405,37.36
3089,2023-05-29,323,66,1,5,2425,555.44
3090,2024-04-15,385,96,1,1,794,85.53
3091,2023-03-11,213,65,4,2,2532,735.34
3092,2024-08-24,977,14,4,2,2240,347.85
3093,2024-06-01,433,75,3,5,1035,285.7
3094,2023-06-09,860,128,1,2,2396,343.81
3095,2023-08-31,572,168,2,2,788,229.65
3096,2024-04-03,348,189,1,5,6590,1954.2
3097,2024-04-25,575,49,3,2,970,85.28
3098,2023-06-23,739,199,3,4,5700,367.8
3099,2023-04-30,432,5,3,3,2928,793.0
3100,2023-10-04,275,114,4,2,2498,260.56
3101,2023-03-29,976,165,2,4,1816,325.26
3102,2023-07-15,81,16,1,5,2925,782.33
3103,2023-01-26,580,112,4,3,1308,158.75
3104,2023-06-23,923,3,1,2,652,93.65
3105,2024-03-12,738,115,1,1,1478,301.56
3106,2023-03-17,23,167,2,1,1410,303.29
3107,2024-04-05,404,165,3,2,2958,201.56
3108,2024-12-05,509,198,4,4,5896,1704.96
3109,2023-07-26,87,13,2,5,2600,696.63
3110,2023-06-27,527,122,3,4,104,21.77
3111,2024-10-16,706,50,1,3,2748,763.77
3112,2024-03-11,797,74,2,1,159,40.71
3113,2023-08-14,944,152,2,3,2892,295.66
3114,2023-01-21,552,113,2,4,5192,706.47
3115,2023-04-29,673,122,1,1,289,68.12
3116,2024-02-18,676,59,4,5,6825,1092.0
3117,2024-08-06,168,179,3,1,1494,283.13
3118,2023-12-13,899,181,1,2,1320,321.87
3119,2024-01-14,53,21,3,2,2642,338.59
3120,2023-02-13,237,68,1,5,4220,212.17
3121,2024-10-04,970,143,3,1,950,164.01
3122,2023-07-25,123,98,4,3,2229,592.01
3123,2024-04-26,144,168,3,1,375,80.43
3124,2024-07-11,603,67,3,1,380,50.54
3125,2024-12-06,321,116,3,4,3652,941.08
3126,2023-03-28,137,153,3,3,2988,500.29
3127,2023-10-04,414,156,4,3,990,253.58
3128,2023-12-04,883,58,1,4,896,190.58
3129,2023-06-17,518,36,4,4,2540,587.33
3130,2024-08-26,430,107,1,3,4467,1279.83
3131,2024-03-21,953,106,1,5,2230,254.76
3132,2023-12-27,107,50,2,4,1900,169.15
3133,2024-07-13,407,70,4,3,3570,180.29
3134,2023-09-27,106,176,4,2,1826,306.86
3135,2023-10-07,485,59,3,4,2420,235.05
3136,2024-10-25,597,128,2,5,1210,270.01
3137,2024-02-22,391,199,2,5,1555,318.21
3138,2024-01-10,307,166,3,4,3440,714.27
3139,2023-01-13,340,164,3,2,1818,204.43
3140,2023-01-19,60,71,3,2,2816,789.21
3141,2024-12-04,677,182,3,1,126,26.06
3142,2023-12-15,565,83,4,5,810,124.49
3143,2023-04-18,10,129,2,1,155,37.21
3144,2024-01-09,98,143,3,4,1540,371.3
3145,2024-12-13,427,164,4,1,682,62.79
3146,2023-12-27,463,126,4,1,948,99.4
3147,2023-06-08,569,42,4,1,509,26.93
3148,2023-08-19,214,113,4,3,3582,495.77
3149,2023-08-06,785,38,3,1,559,31.03
3150,2023-04-23,850,78,2,4,5744,413.33
3151,2024-10-25,25,107,4,4,2448,466.72
3152,2023-05-28,985,1,1,3,1062,315.21
3153,2023-06-30,552,152,3,5,7260,424.6
3154,2024-03-23,922,194,4,5,2590,210.86
3155,2023-12-28,741,2,3,5,1875,398.57
3156,2024-01-16,732,118,4,4,648,155.54
3157,2023-11-03,390,126,1,1,404,34.14
3158,2023-02-12,3,172,3,5,5945,1698.95
3159,2023-12-28,44,144,2,3,3903,768.36
3160,2023-06-14,852,86,2,4,5108,727.11
3161,2024-10-06,83,8,3,2,1700,95.35
3162,2024-11-16,171,111,3,4,656,166.62
3163,2023-11-04,435,176,3,5,7365,2190.69
3164,2023-11-25,567,100,3,2,2096,206.08
3165,2023-06-30,70,2,4,3,2475,667.13
3166,2023-09-20,341,150,2,3,3360,741.14
3167,2023-04-23,908,180,2,5,5590,306.8
3168,2023-06-28,168,8,4,1,592,145.0
3169,2023-03-11,180,95,2,2,1136,296.64
3170,2023-04-03,923,159,3,2,1276,283.1
3171,2024-01-22,593,126,4,1,531,40.71
3172,2023-09-14,74,59,4,2,2530,143.14
3173,2023-12-07,203,193,4,3,2208,198.98
3174,2024-09-25,714,39,1,2,274,33.76
3175,2023-01-01,432,107,4,2,810,56.53
3176,2023-10-15,373,4,3,2,168,29.28
3177,2023-04-21,639,93,3,3,3174,667.88
3178,2023-11-07,107,37,3,2,1836,246.51
3179,2023-04-04,414,114,2,1,542,43.09
3180,2023-08-27,37,122,1,4,872,51.36
3181,2024-07-28,282,70,2,1,531,95.41
3182,2023-10-27,295,200,3,1,1050,99.28
3183,2024-03-20,41,33,4,5,3850,470.29
3184,2024-11-23,693,27,1,4,5280,698.86
3185,2024-06-09,525,42,2,5,4450,851.54
3186,2023-08-18,709,115,3,5,2320,165.86
3187,2023-03-05,794,63,2,1,509,35.0
3188,2024-04-15,347,61,4,4,4464,1275.46
3189,2023-02-14,976,185,1,1,862,87.69
3190,2024-02-20,997,17,1,4,2624,206.67
3191,2023-06-03,20,152,1,2,1100,211.57
3192,2024-07-15,572,134,2,4,3884,1011.77
3193,2024-03-26,841,53,3,3,501,50.64
3194,2023-04-28,294,149,4,3,2793,634.51
3195,2023-03-25,266,195,3,5,4080,596.42
3196,2023-12-28,470,7,1,4,2944,783.33
3197,2023-07-17,686,104,3,5,2520,558.23
3198,2024-11-01,973,35,1,5,5275,328.95
3199,2024-02-01,943,164,4,5,4805,1204.68
3200,2024-03-12,806,81,1,5,1050,58.79
3201,2024-10-03,605,191,3,1,825,129.47
3202,2024-04-16,934,4,4,4,656,187.87
3203,2023-08-07,290,145,1,5,1990,362.81
3204,2024-12-30,726,64,1,3,1041,114.17
3205,2023-12-08,76,158,3,3,4233,969.51
3206,2024-02-21,760,109,4,5,4465,340.06
3207,2023-04-18,434,91,4,5,540,128.89
3208,2023-12-28,528,106,3,3,864,207.9
3209,2023-08-07,749,200,1,1,613,122.52
3210,2023-08-28,3,52,4,4,5620,957.26
3211,2023-06-15,444,167,3,2,1672,483.49
3212,2024-09-21,643,150,2,4,1980,461.92
3213,2024-11-21,558,139,4,3,1587,464.52
3214,2023-04-23,624,34,4,5,4700,425.15
3215,2024-06-21,175,132,1,1,1185,250.4
3216,2023-11-20,84,3,1,2,1610,404.04
3217,2023-06-20,801,177,2,2,2886,154.02
3218,2024-10-07,417,178,4,1,1427,368.42
3219,2024-01-29,724,139,3,4,4168,1174.26
3220,2023-05-27,631,154,2,1,36,5.68
3221,2023-03-26,596,42,3,5,4240,373.53
3222,2024-12-12,186,185,3,5,6365,346.27
3223,2023-05-08,680,117,1,1,1249,108.18
3224,2024-01-03,310,111,2,2,1508,268.79
3225,2024-06-20,454,72,4,2,1144,65.29
3226,2023-10-26,758,170,1,4,3528,765.39
3227,2023-02-09,225,171,3,4,5204,986.96
3228,2024-03-17,972,156,1,2,2208,579.13
3229,2024-12-08,428,173,3,5,6885,1417.92
3230,2023-08-29,991,19,4,2,2820,574.96
3231,2024-03-03,437,180,3,4,2648,454.55
3232,2024-10-27,158,92,3,3,1764,526.84
3233,2023-07-22,894,15,3,1,907,175.05
3234,2023-03-27,463,184,1,2,1134,321.25
3235,2024-07-10,30,165,1,4,164,39.78
3236,2024-04-29,302,151,4,2,1702,335.47
3237,2023-06-01,428,68,2,3,954,52.55
3238,2023-04-07,744,45,1,4,2420,196.62
3239,2023-11-21,727,100,4,5,4710,1261.14
3240,2024-09-24,978,72,4,4,5328,1135.66
3241,2023-07-11,436,176,3,4,5512,920.66
3242,2024-06-05,650,48,1,1,1453,345.22
3243,2024-03-13,24,4,3,2,1442,424.62
3244,2024-08-09,573,182,3,3,624,119.14
3245,2023-12-28,477,80,1,2,894,149.91
3246,2024-07-20,278,37,1,2,602,56.21
3247,2024-10-18,663,96,2,5,600,98.13
3248,2023-01-13,764,42,1,5,6065,1073.35
3249,2024-11-20,570,109,2,2,72,12.68
3250,2023-10-20,676,98,4,5,2090,245.63
3251,2024-09-27,210,56,1,1,447,68.01
3252,2024-10-08,571,173,3,1,42,12.49
3253,2024-08-21,790,143,3,1,451,100.08
3254,2024-02-24,453,165,1,4,2908,592.87
3255,2023-10-10,803,63,3,2,2250,377.39
3256,2024-10-12,880,131,3,1,134,37.34
3257,2024-08-26,609,160,3,2,1914,453.97
3258,2023-09-18,66,27,4,3,4089,720.04
3259,2024-09-06,767,152,1,4,4660,519.06
3260,2023-10-21,108,88,2,2,1026,266.24
3261,2023-06-25,207,148,2,2,2668,635.54
3262,2023-02-03,384,185,1,1,990,101.16
3263,2024-02-07,818,30,1,3,1326,232.3
3264,2023-02-18,788,34,1,5,3630,1075.98
3265,2024-06-16,294,166,4,3,1635,372.69
3266,2023-12-04,993,189,4,4,280,42.46
3267,2023-09-09,112,151,4,1,486,109.04
3268,2023-11-08,984,130,1,1,92,24.44
3269,2024-09-16,540,19,4,3,4164,785.42
3270,2024-02-10,223,36,4,3,3768,677.57
3271,2024-11-27,949,169,1,2,512,75.56
3272,2024-05-23,871,111,3,4,4672,1304.66
3273,2024-07-12,399,92,4,3,111,24.71
3274,2024-07-19,922,19,2,4,5960,1611.36
3275,2023-08-07,882,142,2,3,432,25.26
3276,2023-12-30,76,182,2,2,1728,380.39
3277,2023-12-14,412,34,1,5,5210,1367.53
3278,2023-09-11,940,173,4,1,1158,102.71
3279,2023-05-21,652,170,4,5,7435,1567.73
3280,2023-04-14,571,84,1,5,2400,298.7
3281,2024-11-12,779,67,3,2,286,60.17
3282,2024-01-27,632,194,4,2,2440,562.04
3283,2024-11-20,519,71,1,4,5696,713.38
3284,2023-03-08,584,12,3,2,166,37.71
3285,2024-11-14,713,73,2,3,2640,378.72
3286,2023-11-21,62,104,4,4,3508,371.48
3287,2023-11-06,66,117,4,2,2776,611.7
3288,2023-03-31,168,20,3,3,3237,844.09
3289,2024-03-13,785,174,1,1,142,22.86
3290,2024-01-14,367,148,4,4,4788,521.78
3291,2024-11-18,971,33,1,1,1286,291.79
3292,2024-10-12,387,199,2,1,322,32.49
3293,2023-08-02,841,96,2,3,2928,621.83
3294,2023-04-07,186,19,1,2,788,41.25
3295,2023-04-04,356,198,3,1,1363,393.3
3296,2023-08-14,521,150,3,5,3340,722.7
3297,2024-05-11,871,194,3,1,1319,359.6
3298,2024-12-10,654,122,2,4,3940,766.82
3299,2024-02-25,49,24,3,5,3875,740.57
3300,2024-06-04,724,73,1,3,1716,186.31
3301,2024-05-30,573,52,1,1,1104,257.87
3302,2024-04-29,605,150,1,3,3504,1014.25
3303,2023-08-15,677,2,1,5,3650,780.64
3304,2024-03-03,761,60,4,2,2678,505.28
3305,2023-10-30,90,124,2,3,273,28.12
3306,2023-10-12,692,27,2,3,2925,335.55
3307,2024-12-27,604,135,1,4,5884,1461.71
3308,2024-07-18,78,105,2,2,524,27.92
3309,2024-01-18,613,7,3,3,2487,246.34
3310,2023-05-19,351,196,4,3,2598,694.65
3311,2023-10-28,925,116,4,4,5656,291.74
3312,2024-07-07,593,173,2,2,74,7.57
3313,2023-10-16,975,160,2,5,3685,219.83
3314,2024-07-23,987,182,2,2,2600,641.18
3315,2024-06-26,478,53,2,4,3924,502.4
3316,2024-12-30,668,118,2,3,549,41.5
3317,2024-06-09,93,125,3,1,505,71.56
3318,2024-09-04,314,143,2,2,2718,168.76
3319,2024-11-01,286,145,4,1,1171,262.18
3320,2024-11-05,821,152,2,3,1818,479.67
3321,2023-10-19,99,130,3,3,4470,1024.23
3322,2024-09-26,51,27,4,1,1085,122.63
3323,2024-12-03,411,6,2,5,4540,317.85
3324,2023-09-03,230,179,4,4,3680,476.89
3325,2024-08-12,155,4,3,2,894,201.1
3326,2023-01-27,487,102,4,2,1962,182.28
3327,2023-02-26,947,184,1,5,4275,1228.97
3328,2023-02-09,19,199,4,2,642,165.3
3329,2024-07-25,779,8,1,1,634,183.71
3330,2023-04-06,255,13,3,1,923,171.97
3331,2024-07-05,246,50,2,5,7130,775.64
3332,2024-08-28,129,88,2,1,245,65.86
3333,2023-05-12,920,10,3,2,1462,305.93
3334,2024-07-25,157,10,4,1,1174,319.27
3335,2023-08-08,960,72,1,3,4320,978.8
3336,2024-09-04,391,138,3,3,1263,310.84
3337,2024-11-11,420,92,1,1,23,4.2
3338,2023-11-18,621,153,1,3,1368,156.44
3339,2023-04-15,712,117,4,1,1291,234.69
3340,2023-01-30,328,113,1,2,1026,302.9
3341,2024-04-09,903,88,4,1,981,181.21
3342,2023-11-01,56,61,4,3,2856,513.41
3343,2023-08-17,447,144,1,1,1438,370.22
3344,2024-03-14,939,92,1,1,1013,279.07
3345,2024-04-21,519,174,2,2,1514,294.37
3346,2024-01-24,370,151,4,3,192,44.71
3347,2024-06-25,180,155,3,5,3090,847.69
3348,2024-06-05,462,166,3,1,1209,205.24
3349,2024-05-23,800,148,2,5,3930,237.72
3350,2024-12-29,695,97,1,5,105,5.92
3351,2023-02-20,579,59,4,5,1540,407.26
3352,2023-06-20,376,119,1,1,1203,280.47
3353,2024-03-01,795,164,2,2,1862,188.57
3354,2023-02-18,376,182,3,5,895,112.66
3355,2024-12-16,594,198,4,1,69,18.29
3356,2024-02-05,404,196,1,4,4088,677.48
3357,2023-05-01,852,80,3,5,6025,1146.95
3358,2023-03-01,880,35,1,3,2268,600.16
3359,2024-02-18,479,34,4,5,3955,208.84
3360,2023-07-31,955,126,4,1,390,43.35
3361,2023-10-29,361,18,1,5,1325,87.79
3362,2023-12-25,760,197,2,1,1269,112.59
3363,2023-07-29,323,134,4,5,5710,337.96
3364,2024-04-18,600,32,2,2,2596,663.16
3365,2023-11-27,412,186,3,3,3873,207.78
3366,2023-12-05,291,195,2,1,910,56.65
3367,2024-04-02,95,150,4,4,3704,997.31
3368,2023-11-19,738,59,1,5,6515,1289.27
3369,2023-02-19,970,164,1,2,1832,543.14
3370,2023-01-02,555,74,2,1,426,59.71
3371,2024-02-12,530,80,4,1,1318,247.89
3372,2024-07-25,392,72,1,3,1866,518.43
3373,2024-03-02,623,69,3,5,5065,1203.76
3374,2024-02-04,8,7,4,5,720,96.45
3375,2023-01-04,971,66,1,1,264,42.64
3376,2023-05-09,803,164,2,2,1176,287.23
3377,2024-03-08,16,59,2,3,4371,403.14
3378,2023-06-12,18,141,4,1,244,23.44
3379,2023-12-30,713,186,3,1,392,28.64
3380,2024-08-30,273,135,4,4,4848,534.9
3381,2023-05-18,916,73,3,4,4792,557.83
3382,2023-05-25,402,101,4,4,5972,1108.06
3383,2024-07-28,866,42,2,5,895,75.29
3384,2024-11-04,928,191,2,3,672,195.78
3385,2024-04-16,466,93,4,1,815,194.39
3386,2024-10-20,387,22,4,1,911,109.27
3387,2023-06-23,974,156,2,2,2384,642.95
3388,2024-02-06,463,87,3,1,667,35.31
3389,2024-08-09,152,142,1,5,4140,907.76
3390,2024-02-21,766,55,4,3,129,25.93
3391,2024-04-26,137,144,4,3,2121,188.99
3392,2024-03-28,575,3,4,3,1197,91.33
3393,2024-12-22,184,57,2,3,1413,99.92
3394,2023-11-09,586,32,1,5,3485,915.36
3395,2024-03-23,817,56,2,2,872,185.23
3396,2023-12-06,592,38,4,4,5508,801.67
3397,2024-02-07,421,26,1,2,2194,433.28
3398,2023-10-21,24,183,2,2,1790,353.72
3399,2023-02-02,412,97,4,2,1796,165.44
3400,2023-11-25,967,38,3,2,1056,308.92
3401,2024-10-06,390,34,3,5,6115,1367.05
3402,2024-06-03,182,68,3,1,794,147.58
3403,2024-01-31,815,21,4,2,2646,681.93
3404,2024-02-02,812,152,2,3,3234,786.72
3405,2023-11-13,669,71,1,1,791,207.18
3406,2024-05-19,780,136,2,3,2013,251.63
3407,2024-09-29,627,185,2,4,4040,891.69
3408,2024-07-08,655,190,3,3,4500,315.68
3409,2023-03-06,410,124,3,1,849,74.6
3410,2023-10-09,613,96,1,3,3915,683.11
3411,2024-06-18,263,38,1,3,2769,722.43
3412,2023-10-15,885,107,1,1,514,149.06
3413,2023-10-13,349,13,3,1,642,152.78
3414,2023-10-21,91,157,1,1,1100,123.34
3415,2024-07-31,662,123,3,5,2775,826.63
3416,2023-11-23,582,89,2,2,2840,470.59
3417,2023-04-29,898,95,4,1,833,194.72
3418,2023-12-08,195,76,1,3,1272,109.38
3419,2024-07-13,86,66,2,4,272,74.24
3420,2024-06-22,752,44,2,3,1335,151.63
3421,2023-10-03,584,15,3,2,96,11.84
3422,2023-01-03,879,128,1,3,1170,224.39
3423,2023-11-27,327,147,4,5,1010,104.52
3424,2024-04-03,324,50,2,1,436,73.15
3425,2024-12-24,628,194,4,4,5832,1734.99
3426,2023-08-01,26,143,4,3,285,33.18
3427,2024-07-18,617,63,1,2,620,63.06
3428,2024-09-29,755,113,1,4,3576,763.14
3429,2024-06-22,643,192,1,4,5908,1627.26
3430,2024-06-05,956,120,1,1,473,25.58
3431,2023-02-08,3,106,3,4,5816,692.96
3432,2023-10-26,813,87,1,4,3512,241.89
3433,2023-08-10,552,2,4,1,196,13.55
3434,2023-01-27,476,133,2,5,2190,243.93
3435,2023-05-14,708,160,2,4,1092,180.71
3436,2024-10-26,479,171,1,5,6450,1807.9
3437,2023-08-13,287,176,3,2,232,31.87
3438,2023-11-02,866,24,3,5,215,62.09
3439,2024-01-06,391,173,4,4,5044,1056.1
3440,2023-12-08,518,85,2,5,3315,248.83
3441,2023-04-01,950,154,4,5,5470,420.87
3442,2024-10-09,832,144,1,2,2064,557.36
3443,2024-06-07,635,183,2,4,1144,149.19
3444,2024-08-10,865,98,3,1,137,16.88
3445,2023-12-17,298,200,2,4,5880,392.7
3446,2024-06-27,786,137,2,3,2052,610.92
3447,2024-12-11,782,177,4,3,369,100.34
3448,2023-02-11,219,100,4,5,2775,314.27
3449,2023-07-31,245,3,1,1,1145,269.12
3450,2023-02-25,44,198,2,1,1313,224.57
3451,2024-08-06,394,4,1,4,2412,485.27
3452,2023-05-23,287,4,4,3,2721,591.69
3453,2023-07-09,182,105,1,5,5740,1133.16
3454,2023-09-23,279,21,3,3,177,10.28
3455,2023-10-01,589,152,3,4,796,145.03
3456,2023-10-28,403,179,2,1,849,149.73
3457,2023-09-13,792,96,3,4,476,56.59
3458,2024-03-09,891,102,3,2,2700,618.59
3459,2024-07-09,466,86,2,4,3348,850.58
3460,2024-09-22,298,144,4,5,6860,1895.96
3461,2024-09-15,561,160,4,1,1133,196.92
3462,2023-09-07,671,116,4,4,3056,679.55
3463,2024-12-18,387,177,4,4,1724,484.9
3464,2024-12-13,959,23,2,4,732,176.36
3465,2023-10-30,310,197,2,3,267,14.01
3466,2023-04-02,299,144,4,2,1466,209.37
3467,2024-12-31,297,111,1,4,5748,1541.77
3468,2024-06-08,39,91,3,3,2331,351.09
3469,2024-01-03,322,141,3,4,1088,80.77
3470,2023-11-24,116,120,1,3,1131,170.63
3471,2023-01-16,902,199,4,3,3306,734.4
3472,2023-08-11,396,181,3,1,824,70.77
3473,2024-02-01,261,6,3,4,3392,315.4
3474,2023-09-25,49,91,3,5,5090,609.91
3475,2024-01-12,252,141,3,4,2772,663.57
3476,2024-07-06,737,48,1,4,2724,193.39
3477,2023-03-08,794,87,1,1,435,119.18
3478,2024-08-12,754,124,3,1,1384,86.28
3479,2024-12-04,437,112,3,1,226,13.88
3480,2024-08-17,562,13,4,1,383,54.99
3481,2024-08-21,819,32,3,4,5828,704.09
3482,2024-07-11,503,91,4,2,730,203.06
3483,2024-06-11,105,133,1,4,3188,543.35
3484,2024-07-12,325,88,1,5,5890,492.05
3485,2023-01-30,322,196,1,2,2806,366.87
3486,2023-07-06,438,107,3,1,1313,206.87
3487,2024-05-18,347,55,2,4,2096,620.42
3488,2024-12-14,121,101,3,4,3784,1084.82
3489,2023-06-22,984,48,2,3,912,271.73
3490,2024-12-03,531,138,4,3,651,47.55
3491,2023-10-16,885,140,3,4,596,32.08
3492,2023-09-06,780,137,3,2,194,52.39
3493,2024-06-12,772,40,4,2,524,88.79
3494,2023-08-29,953,130,2,4,4544,719.25
3495,2024-02-13,537,161,4,1,1016,72.91
3496,2023-10-11,39,65,1,2,1494,298.66
3497,2024-12-30,898,133,1,1,1455,199.37
3498,2024-07-04,697,139,2,3,153,17.67
3499,2024-12-18,517,148,1,2,94,4.87
3500,2023-09-10,404,5,3,5,6900,361.0
3501,2024-11-27,220,193,1,5,6150,801.75
3502,2024-08-06,260,77,1,4,3516,1019.28
3503,2023-06-10,743,176,1,2,2160,167.18
3504,2024-04-25,768,68,1,4,276,17.83
3505,2023-08-14,355,66,3,2,2596,341.51
3506,2023-10-24,866,144,3,1,875,233.05
3507,2023-11-07,557,19,4,3,2172,257.73
3508,2024-04-18,829,137,1,3,2265,417.69
3509,2023-10-27,379,34,1,5,6140,1060.9
3510,2024-09-03,496,11,3,2,926,85.04
3511,2023-07-14,134,29,4,5,705,116.34
3512,2024-11-28,336,70,2,1,43,6.58
3513,2024-08-31,929,95,4,2,1586,428.95
3514,2023-06-19,971,31,2,4,880,138.04
3515,2023-04-13,832,121,2,2,1196,342.26
3516,2023-10-05,221,58,1,5,2250,146.17
3517,2024-08-16,843,39,2,3,3396,783.41
3518,2023-12-13,996,87,1,4,2004,405.39
3519,2024-11-29,583,129,2,4,2616,532.63
3520,2023-07-22,649,27,4,2,2938,455.44
3521,2024-05-06,511,147,2,2,732,163.64
3522,2024-04-29,985,8,2,4,2872,810.13
3523,2023-11-16,891,100,1,3,2388,516.3
3524,2024-07-25,974,78,1,4,236,36.6
